,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,156.0,20.0,32.0,0.11363636363636363,0.38461538461538464,0.36,0.17543859649122806,1396.4444444444443,1.56,1.76,50.0,176.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,521.0,31.0,40.0,0.05615942028985507,0.43661971830985913,0.2,0.09951845906902085,1669.3,5.21,5.52,50.0,552.0
CUSUM,187.0,4.0,46.0,0.020942408376963352,0.08,0.08,0.03319502074688797,1591.25,1.8699999999999999,1.91,50.0,191.0
DDM,5550.0,139.0,25.0,0.024433116540692565,0.8475609756097561,0.5,0.047497010080300696,335.32,55.5,56.89,50.0,5689.0
EWMAChart,5.0,1.0,49.0,0.16666666666666666,0.02,0.02,0.03571428571428571,2406.0,0.05,0.060000000000000005,50.0,6.0
GeometricMovingAverage,36181.0,1252.0,0.0,0.03344642427804344,1.0,1.0,0.06472793072250226,45.8,361.81,374.33,50.0,37433.0
HDDMAverage,222.0,8.0,43.0,0.034782608695652174,0.1568627450980392,0.14,0.056939501779359435,1875.142857142857,2.22,2.3,50.0,230.0
HDDMWeighted,4045.0,142.0,4.0,0.03391449725340339,0.9726027397260274,0.92,0.06554350334641126,750.7826086956521,40.45,41.87,50.0,4187.0
PageHinkley,84.0,2.0,48.0,0.023255813953488372,0.04,0.04,0.029411764705882356,1895.0,0.8400000000000001,0.86,50.0,86.0
RDDM,51796.0,1773.0,0.0,0.03309750042001904,1.0,1.0,0.06407430161540963,97.58,517.9599999999999,535.69,50.0,53569.0
SEED,439.0,46.0,21.0,0.09484536082474226,0.6865671641791045,0.58,0.16666666666666663,1188.0344827586207,4.39,4.8500000000000005,50.0,485.0
STEPD,350.0,38.0,22.0,0.0979381443298969,0.6333333333333333,0.56,0.16964285714285715,1117.107142857143,3.5,3.8800000000000003,50.0,388.0
STUDD,1789.0,48.0,31.0,0.0261295590636908,0.6075949367088608,0.38,0.050104384133611686,1132.1052631578948,17.89,18.37,50.0,1837.0
