,CPU_Time
ABCD,2099.1445870399475
ABCDx,4557.355124950409
ADWIN,513.197685956955
CUSUM,513.8005483150482
DDM,516.8185856342316
EWMAChart,513.6715698242188
GeometricMovingAverage,513.9626650810242
HDDMAverage,540.3160109519958
HDDMWeighted,521.0080649852753
PageHinkley,512.0837690830231
RDDM,517.9219987392426
SEED,518.951966047287
STEPD,524.4023969173431
STUDD,842.2924859523773
