,CPU_Time
ABCD,316.91016697883606
ABCDx,393.15961718559265
ADWIN,123.72929000854492
CUSUM,123.81097316741943
DDM,124.4799599647522
EWMAChart,124.7294409275055
GeometricMovingAverage,123.45138192176819
HDDMAverage,123.73665308952332
HDDMWeighted,125.20482897758484
PageHinkley,123.21653890609741
RDDM,122.56316494941711
SEED,121.86859011650085
STEPD,123.09099388122559
STUDD,248.35423398017883
