,CPU_Time
ABCD,310.07186484336853
ABCDx,532.8629240989685
ADWIN,149.0326726436615
CUSUM,149.97085118293762
DDM,149.43850541114807
EWMAChart,150.82006978988647
GeometricMovingAverage,151.31484389305115
HDDMAverage,150.96462106704712
HDDMWeighted,153.9792959690094
PageHinkley,152.3263611793518
RDDM,150.5690619945526
SEED,151.01568627357483
STEPD,151.42654013633728
STUDD,236.12219715118408
