,CPU_Time
ABCD,1242.7480280399323
ABCDx,53.616710901260376
ADWIN,131.51690411567688
CUSUM,129.90638709068298
DDM,130.83486485481262
EWMAChart,130.94200587272644
GeometricMovingAverage,133.5726511478424
HDDMAverage,135.2633650302887
HDDMWeighted,282.59693598747253
PageHinkley,134.07419729232788
RDDM,135.03882217407227
SEED,130.39394903182983
STEPD,130.11292433738708
STUDD,176.77107882499695
