,CPU_Time
ABCD,617.9070708751678
ABCDx,615.6253130435944
ADWIN,66.93812298774719
CUSUM,66.50886511802673
DDM,67.07109689712524
EWMAChart,66.76216721534729
GeometricMovingAverage,66.62011003494263
HDDMAverage,66.43298411369324
HDDMWeighted,69.30361795425415
PageHinkley,66.59412097930908
RDDM,66.91497015953064
SEED,66.54280400276184
STEPD,67.03471207618713
STUDD,103.15089893341064
