,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,96.0,16.0,35.0,0.14285714285714285,0.3137254901960784,0.3,0.19631901840490795,1893.8666666666666,0.9600000000000001,1.1199999999999999,50.0,112.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,394.0,5.0,49.0,0.012531328320802004,0.09259259259259259,0.02,0.02207505518763797,1424.0,3.94,3.9899999999999998,50.0,399.0
CUSUM,141.0,1.0,49.0,0.007042253521126761,0.02,0.02,0.010416666666666666,810.0,1.41,1.42,50.0,142.0
DDM,7217.0,112.0,29.0,0.015281757402101241,0.7943262411347518,0.42,0.02998661311914324,247.71428571428572,72.17,73.28999999999999,50.0,7329.0
EWMAChart,134.0,1.0,49.0,0.007407407407407408,0.02,0.02,0.01081081081081081,1399.0,1.34,1.35,50.0,135.0
GeometricMovingAverage,36182.0,1247.0,0.0,0.033316412407491516,1.0,1.0,0.06448443479160201,42.98,361.82,374.29,50.0,37429.0
HDDMAverage,178.0,7.0,44.0,0.03783783783783784,0.13725490196078433,0.12,0.059322033898305086,1857.5,1.7799999999999998,1.85,50.0,185.0
HDDMWeighted,7119.0,193.0,1.0,0.02639496717724289,0.9948453608247423,0.98,0.05142552624567012,630.4897959183673,71.19,73.12,50.0,7312.0
PageHinkley,24.0,1.0,49.0,0.04,0.02,0.02,0.02666666666666667,1922.0,0.24000000000000002,0.25,50.0,25.0
RDDM,60793.0,2161.0,0.0,0.03432665120564222,1.0,1.0,0.06637487522076327,48.78,607.93,629.54,50.0,62954.0
SEED,178.0,62.0,8.0,0.25833333333333336,0.8857142857142857,0.84,0.4,953.8571428571429,1.7799999999999998,2.4,50.0,240.0
STEPD,150.0,57.0,6.0,0.2753623188405797,0.9047619047619048,0.88,0.4222222222222222,969.3181818181819,1.5,2.07,50.0,207.0
STUDD,1041.0,42.0,39.0,0.038781163434903045,0.5185185185185185,0.22,0.07216494845360824,1662.5454545454545,10.41,10.83,50.0,1083.0
