,CPU_Time
ABCD,292.5882430076599
ABCDx,292.0762691497803
ADWIN,31.242581844329834
CUSUM,31.11829400062561
DDM,31.126662254333496
EWMAChart,31.205732107162476
GeometricMovingAverage,31.10039782524109
HDDMAverage,31.40140700340271
HDDMWeighted,32.53137707710266
PageHinkley,31.597869873046875
RDDM,31.501780033111572
SEED,31.572629928588867
STEPD,31.51599621772766
STUDD,46.824735164642334
