,CPU_Time
ABCD,1446.9932792186737
ABCDx,2923.878693819046
ADWIN,304.3707458972931
CUSUM,303.05500411987305
DDM,298.89790415763855
EWMAChart,298.4588439464569
GeometricMovingAverage,297.6459240913391
HDDMAverage,298.1716732978821
HDDMWeighted,304.35243105888367
PageHinkley,297.89857006073
RDDM,297.8396430015564
SEED,297.7702331542969
STEPD,298.7112741470337
STUDD,453.45394372940063
