,CPU_Time
ABCD,1585.972097158432
ABCDx,2965.879949092865
ADWIN,165.16525411605835
CUSUM,165.27712392807007
DDM,165.43585681915283
EWMAChart,165.6383671760559
GeometricMovingAverage,162.12708711624146
HDDMAverage,162.45122909545898
HDDMWeighted,169.7862651348114
PageHinkley,162.66123294830322
RDDM,162.57891297340393
SEED,163.58039689064026
STEPD,163.1894280910492
STUDD,217.55325508117676
