,CPU_Time
ABCD,161.78130507469177
ABCDx,291.7016580104828
ADWIN,42.71918201446533
CUSUM,41.50250029563904
DDM,41.444275856018066
EWMAChart,41.31165790557861
GeometricMovingAverage,41.65207600593567
HDDMAverage,42.77207803726196
HDDMWeighted,44.151291847229004
PageHinkley,43.80315184593201
RDDM,43.308549880981445
SEED,43.39726519584656
STEPD,43.56202816963196
STUDD,84.36501407623291
