,CPU_Time
ABCD,2019.7933931350708
ABCDx,3243.91813993454
ADWIN,590.3374028205872
CUSUM,586.4458439350128
DDM,574.8029589653015
EWMAChart,569.1943578720093
GeometricMovingAverage,565.2300891876221
HDDMAverage,555.8562180995941
HDDMWeighted,560.9275221824646
PageHinkley,558.5408380031586
RDDM,562.5105268955231
SEED,564.2240419387817
STEPD,559.4348361492157
STUDD,861.6556532382965
