,CPU_Time
ABCD,312.90251421928406
ABCDx,443.5911612510681
ADWIN,121.0558032989502
CUSUM,120.44046831130981
DDM,120.9803409576416
EWMAChart,121.62239575386047
GeometricMovingAverage,123.50458765029907
HDDMAverage,124.44584608078003
HDDMWeighted,137.122004032135
PageHinkley,138.58670902252197
RDDM,135.32956981658936
SEED,133.4690067768097
STEPD,133.99668407440186
STUDD,277.10456800460815
