,CPU_Time
ABCD,1771.7387068271637
ABCDx,6186.498766899109
ADWIN,409.0979211330414
CUSUM,408.23411893844604
DDM,408.1710407733917
EWMAChart,407.6408860683441
GeometricMovingAverage,406.69434213638306
HDDMAverage,404.7646689414978
HDDMWeighted,415.5993010997772
PageHinkley,412.98386907577515
RDDM,408.9884238243103
SEED,407.71311497688293
STEPD,409.8436553478241
STUDD,808.9930810928345
