,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,132.0,7.0,43.0,0.050359712230215826,0.14,0.14,0.07407407407407408,1267.7142857142858,1.32,1.39,50.0,139.0
ABCDx,9.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.09000000000000001,0.09000000000000001,50.0,9.0
ADWIN,434.0,21.0,41.0,0.046153846153846156,0.3387096774193548,0.18,0.08123791102514508,1448.111111111111,4.34,4.55,50.0,455.0
CUSUM,195.0,6.0,44.0,0.029850746268656716,0.12,0.12,0.047808764940239036,1343.3333333333333,1.95,2.0100000000000002,50.0,201.0
DDM,248.0,9.0,41.0,0.03501945525291829,0.18,0.18,0.05863192182410423,1118.4444444444443,2.48,2.57,50.0,257.0
EWMAChart,2.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.02,0.02,50.0,2.0
GeometricMovingAverage,11336.0,370.0,0.0,0.0316077225354519,1.0,1.0,0.06127856906260351,193.16,113.36,117.06,50.0,11706.0
HDDMAverage,243.0,6.0,44.0,0.024096385542168676,0.12,0.12,0.04013377926421405,1378.3333333333333,2.4299999999999997,2.49,50.0,249.0
HDDMWeighted,633.0,17.0,33.0,0.026153846153846153,0.34,0.34,0.04857142857142857,1156.9411764705883,6.33,6.5,50.0,650.0
PageHinkley,3.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.030000000000000002,0.030000000000000002,50.0,3.0
RDDM,407.0,14.0,36.0,0.0332541567695962,0.28,0.28,0.059447983014861996,1120.357142857143,4.069999999999999,4.21,50.0,421.0
SEED,255.0,10.0,40.0,0.03773584905660377,0.2,0.2,0.06349206349206349,1367.3,2.5500000000000003,2.65,50.0,265.0
STEPD,282.0,16.0,34.0,0.053691275167785234,0.32,0.32,0.09195402298850575,1341.875,2.82,2.98,50.0,298.0
STUDD,1624.0,60.0,31.0,0.035629453681710214,0.6593406593406593,0.38,0.0676056338028169,1173.3157894736842,16.240000000000002,16.84,50.0,1684.0
