,CPU_Time
ABCD,1761.9418060779572
ABCDx,3039.689113140106
ADWIN,414.7706470489502
CUSUM,414.5680830478668
DDM,413.50230622291565
EWMAChart,415.3102490901947
GeometricMovingAverage,414.79876589775085
HDDMAverage,414.4183671474457
HDDMWeighted,421.76681995391846
PageHinkley,413.4811420440674
RDDM,414.22721219062805
SEED,414.5631899833679
STEPD,414.97460293769836
STUDD,793.4829819202423
