,CPU_Time
ABCD,163.01926922798157
ABCDx,186.18027782440186
ADWIN,44.72230410575867
CUSUM,43.650222301483154
DDM,43.460055112838745
EWMAChart,43.57094073295593
GeometricMovingAverage,43.50902509689331
HDDMAverage,43.56075191497803
HDDMWeighted,44.1655490398407
PageHinkley,43.542330741882324
RDDM,43.576075077056885
SEED,43.59756016731262
STEPD,44.002527952194214
STUDD,82.86020517349243
