,CPU_Time
ABCD,1921.58642911911
ABCDx,2056.5945410728455
ADWIN,433.85389709472656
CUSUM,431.3170340061188
DDM,431.1251630783081
EWMAChart,431.6305639743805
GeometricMovingAverage,432.57177114486694
HDDMAverage,436.8808448314667
HDDMWeighted,440.0552728176117
PageHinkley,432.4587399959564
RDDM,435.6218318939209
SEED,435.25768399238586
STEPD,437.373911857605
STUDD,828.1392090320587
