,CPU_Time
ABCD,1541.3372428417206
ABCDx,51.59968900680542
ADWIN,135.619647026062
CUSUM,134.2291910648346
DDM,135.8880970478058
EWMAChart,136.5668318271637
GeometricMovingAverage,137.24948596954346
HDDMAverage,136.2892460823059
HDDMWeighted,142.48604893684387
PageHinkley,136.04191303253174
RDDM,135.2869098186493
SEED,135.1890938282013
STEPD,135.48193407058716
STUDD,201.160897731781
