,CPU_Time
ABCD,219.67543506622314
ABCDx,372.95712518692017
ADWIN,28.352013111114502
CUSUM,28.32816219329834
DDM,28.357059717178345
EWMAChart,28.24905300140381
GeometricMovingAverage,28.125488758087158
HDDMAverage,28.028263807296753
HDDMWeighted,29.087594985961914
PageHinkley,27.97284722328186
RDDM,28.031626224517822
SEED,28.017361879348755
STEPD,28.072409868240356
STUDD,39.00823402404785
