,CPU_Time
ABCD,749.6138701438904
ABCDx,787.5793499946594
ADWIN,89.32686686515808
CUSUM,87.5589702129364
DDM,87.54981684684753
EWMAChart,87.98885607719421
GeometricMovingAverage,87.91185879707336
HDDMAverage,88.25395202636719
HDDMWeighted,94.6737949848175
PageHinkley,88.99026608467102
RDDM,90.09211373329163
SEED,89.42144799232483
STEPD,90.22466897964478
STUDD,125.81904792785645
