,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,141.0,7.0,43.0,0.0472972972972973,0.14,0.14,0.0707070707070707,1408.857142857143,1.7142857142857142,1.7993920972644377,50.0,148.0
ABCDx,0.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0
ADWIN,674.0,32.0,39.0,0.0453257790368272,0.4507042253521127,0.22,0.08236808236808237,864.2727272727273,8.19452887537994,8.583586626139818,50.0,706.0
CUSUM,209.0,6.0,44.0,0.027906976744186046,0.12,0.12,0.045283018867924525,837.5,2.541033434650456,2.613981762917933,50.0,215.0
DDM,7723.0,292.0,12.0,0.0364316905801622,0.9605263157894737,0.76,0.07020074528188484,399.05263157894734,93.8966565349544,97.44680851063829,50.0,8015.0
EWMAChart,268.0,7.0,43.0,0.025454545454545455,0.14,0.14,0.04307692307692308,993.5714285714286,3.2583586626139818,3.3434650455927053,50.0,275.0
GeometricMovingAverage,29176.0,1234.0,0.0,0.04057875698783295,1.0,1.0,0.07799266843635444,52.38,354.72340425531917,369.72644376899694,50.0,30410.0
HDDMAverage,242.0,5.0,45.0,0.020242914979757085,0.1,0.1,0.03367003367003367,1042.0,2.9422492401215807,3.0030395136778116,50.0,247.0
HDDMWeighted,4032.0,160.0,2.0,0.03816793893129771,0.9876543209876543,0.96,0.07349563619660082,655.9583333333334,49.02127659574468,50.96656534954407,50.0,4192.0
PageHinkley,97.0,4.0,46.0,0.039603960396039604,0.08,0.08,0.05298013245033113,1005.5,1.1793313069908815,1.2279635258358663,50.0,101.0
RDDM,54379.0,2349.0,0.0,0.0414081229727824,1.0,1.0,0.07952333395399226,30.58,661.1428571428571,689.7021276595746,50.0,56728.0
SEED,270.0,22.0,30.0,0.07534246575342465,0.4230769230769231,0.4,0.12790697674418605,1373.25,3.282674772036474,3.5501519756838906,50.0,292.0
STEPD,234.0,18.0,32.0,0.07142857142857142,0.36,0.36,0.11920529801324503,1502.4444444444443,2.8449848024316107,3.0638297872340425,50.0,252.0
STUDD,1524.0,63.0,25.0,0.03969754253308128,0.7159090909090909,0.5,0.07522388059701492,908.4,18.52887537993921,19.29483282674772,50.0,1587.0
