,CPU_Time
ABCD,1143.8008329868317
ABCDx,1263.8653357028961
ADWIN,362.33250617980957
CUSUM,364.0112581253052
DDM,358.4628508090973
EWMAChart,363.2514760494232
GeometricMovingAverage,369.0457818508148
HDDMAverage,366.41430497169495
HDDMWeighted,365.36217284202576
PageHinkley,357.941370010376
RDDM,365.6344771385193
SEED,366.5636627674103
STEPD,359.3872449398041
STUDD,569.7825841903687
