,CPU_Time
ABCD,1552.093015909195
ABCDx,1970.427304983139
ADWIN,300.5167601108551
CUSUM,299.8065941333771
DDM,299.9701979160309
EWMAChart,300.6293740272522
GeometricMovingAverage,301.48547315597534
HDDMAverage,300.80192375183105
HDDMWeighted,308.5835840702057
PageHinkley,302.829797744751
RDDM,304.6190969944
SEED,301.1818890571594
STEPD,303.2201306819916
STUDD,461.99645614624023
