,CPU_Time
ABCD,288.3741309642792
ABCDx,299.13860297203064
ADWIN,34.52176809310913
CUSUM,34.32664084434509
DDM,34.31394004821777
EWMAChart,34.330599308013916
GeometricMovingAverage,34.287023067474365
HDDMAverage,34.08219122886658
HDDMWeighted,35.47651982307434
PageHinkley,34.018919944763184
RDDM,34.200716972351074
SEED,34.13158893585205
STEPD,34.13962697982788
STUDD,47.4137442111969
