,CPU_Time
ABCD,1368.5758929252625
ABCDx,2353.0276489257812
ADWIN,223.26421093940735
CUSUM,221.98004412651062
DDM,223.00869607925415
EWMAChart,222.88660097122192
GeometricMovingAverage,226.63218188285828
HDDMAverage,225.01535892486572
HDDMWeighted,227.05585384368896
PageHinkley,224.6854648590088
RDDM,221.83767104148865
SEED,221.57854199409485
STEPD,222.03330516815186
STUDD,413.64103078842163
