,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,30.0,29.0,21.0,0.4915254237288136,0.58,0.58,0.5321100917431192,928.4827586206897,2.156721782890007,4.241552839683681,50.0,59.0
ABCDx,29.0,2.0,48.0,0.06451612903225806,0.04,0.04,0.04938271604938271,1307.5,2.0848310567936736,2.228612508986341,50.0,31.0
ADWIN,146.0,55.0,32.0,0.2736318407960199,0.632183908045977,0.36,0.3819444444444444,445.77777777777777,10.4960460100647,14.450035945363048,50.0,201.0
CUSUM,41.0,16.0,34.0,0.2807017543859649,0.32,0.32,0.29906542056074764,533.3125,2.9475197699496767,4.097771387491013,50.0,57.0
DDM,53.0,12.0,38.0,0.18461538461538463,0.24,0.24,0.20869565217391306,363.6666666666667,3.8102084831056793,4.672897196261682,50.0,65.0
EWMAChart,22.0,12.0,38.0,0.35294117647058826,0.24,0.24,0.28571428571428564,948.25,1.5815959741193386,2.444284687275341,50.0,34.0
GeometricMovingAverage,1149.0,125.0,0.0,0.09811616954474098,1.0,1.0,0.17869907076483202,306.3,82.60244428468727,91.58878504672897,50.0,1274.0
HDDMAverage,69.0,14.0,36.0,0.1686746987951807,0.28,0.28,0.21052631578947367,613.2142857142857,4.960460100647016,5.966930265995687,50.0,83.0
HDDMWeighted,85.0,17.0,33.0,0.16666666666666666,0.34,0.34,0.2236842105263158,442.88235294117646,6.1107117181883535,7.3328540618260245,50.0,102.0
PageHinkley,17.0,6.0,44.0,0.2608695652173913,0.12,0.12,0.1643835616438356,883.6666666666666,1.2221423436376706,1.6534867002156721,50.0,23.0
RDDM,62.0,19.0,31.0,0.2345679012345679,0.38,0.38,0.2900763358778626,622.1052631578947,4.457225017972682,5.823148813803019,50.0,81.0
SEED,42.0,38.0,15.0,0.475,0.7169811320754716,0.7,0.5714285714285714,474.0857142857143,3.01941049604601,5.751258087706686,50.0,80.0
STEPD,52.0,34.0,16.0,0.3953488372093023,0.68,0.68,0.5,547.2352941176471,3.7383177570093458,6.1826024442846865,50.0,86.0
STUDD,141.0,52.0,32.0,0.2694300518134715,0.6190476190476191,0.36,0.3754512635379061,710.0,10.136592379583034,13.874910136592378,50.0,193.0
