,CPU_Time
ABCD,1579.4057500362396
ABCDx,53.174444913864136
ADWIN,163.68624186515808
CUSUM,162.61352396011353
DDM,162.57812190055847
EWMAChart,163.83995389938354
GeometricMovingAverage,163.2360599040985
HDDMAverage,163.0041947364807
HDDMWeighted,170.52359223365784
PageHinkley,162.82436299324036
RDDM,163.18477511405945
SEED,162.91856718063354
STEPD,163.25117802619934
STUDD,216.97064089775085
