,CPU_Time
ABCD,1841.741399049759
ABCDx,6376.908926963806
ADWIN,479.10543513298035
CUSUM,478.8915169239044
DDM,484.6273720264435
EWMAChart,480.99154686927795
GeometricMovingAverage,479.7229380607605
HDDMAverage,478.0854711532593
HDDMWeighted,486.16278195381165
PageHinkley,479.08422899246216
RDDM,483.3555908203125
SEED,477.5013120174408
STEPD,461.20469188690186
STUDD,758.9788930416107
