,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,156.0,55.0,10.0,0.26066350710900477,0.8461538461538461,0.8,0.3985507246376812,831.975,1.56,2.11,50.0,211.0
ABCDx,0.0,50.0,0.0,1.0,1.0,1.0,1.0,71.88,0.0,0.5,50.0,50.0
ADWIN,566.0,75.0,21.0,0.11700468018720749,0.78125,0.58,0.20352781546811397,900.0344827586207,5.66,6.41,50.0,641.0
CUSUM,224.0,4.0,46.0,0.017543859649122806,0.08,0.08,0.028776978417266185,1765.25,2.2399999999999998,2.28,50.0,228.0
DDM,272.0,3.0,47.0,0.01090909090909091,0.06,0.06,0.01846153846153846,1636.0,2.72,2.75,50.0,275.0
EWMAChart,3.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.030000000000000002,0.030000000000000002,50.0,3.0
GeometricMovingAverage,12029.0,414.0,0.0,0.033271719038817,1.0,1.0,0.06440071556350625,162.78,120.28999999999999,124.42999999999999,50.0,12443.0
HDDMAverage,313.0,65.0,8.0,0.17195767195767195,0.8904109589041096,0.84,0.28824833702882485,695.0238095238095,3.13,3.78,50.0,378.0
HDDMWeighted,761.0,52.0,5.0,0.06396063960639606,0.9122807017543859,0.9,0.11954022988505746,877.8222222222222,7.609999999999999,8.13,50.0,813.0
PageHinkley,2.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.02,0.02,50.0,2.0
RDDM,439.0,8.0,42.0,0.017897091722595078,0.16,0.16,0.03219315895372234,1623.375,4.39,4.47,50.0,447.0
SEED,288.0,85.0,3.0,0.22788203753351208,0.9659090909090909,0.94,0.368763557483731,136.29787234042553,2.8800000000000003,3.73,50.0,373.0
STEPD,348.0,75.0,2.0,0.1773049645390071,0.974025974025974,0.96,0.30000000000000004,183.9375,3.48,4.23,50.0,423.0
STUDD,2147.0,203.0,6.0,0.08638297872340425,0.9712918660287081,0.88,0.15865572489253615,843.3181818181819,21.47,23.5,50.0,2350.0
