,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,137.0,4.0,46.0,0.028368794326241134,0.08,0.08,0.041884816753926704,1314.5,1.6656534954407294,1.7142857142857142,50.0,141.0
ABCDx,10.0,0.0,50.0,0.0,0.0,0.0,0.0,,0.12158054711246201,0.12158054711246201,50.0,10.0
ADWIN,641.0,36.0,37.0,0.053175775480059084,0.4931506849315068,0.26,0.09600000000000002,776.7692307692307,7.793313069908814,8.231003039513677,50.0,677.0
CUSUM,181.0,11.0,39.0,0.057291666666666664,0.22,0.22,0.09090909090909091,1087.090909090909,2.2006079027355625,2.3343465045592704,50.0,192.0
DDM,6844.0,271.0,9.0,0.03808854532677442,0.9678571428571429,0.82,0.07329276538201487,380.3170731707317,83.20972644376899,86.50455927051671,50.0,7115.0
EWMAChart,229.0,10.0,40.0,0.04184100418410042,0.2,0.2,0.06920415224913494,1167.8,2.7841945288753798,2.905775075987842,50.0,239.0
GeometricMovingAverage,25599.0,1073.0,0.0,0.040229454109178164,1.0,1.0,0.07734726977833845,52.4,311.2340425531915,324.27963525835867,50.0,26672.0
HDDMAverage,226.0,11.0,41.0,0.046413502109704644,0.21153846153846154,0.18,0.07612456747404844,613.1111111111111,2.7477203647416415,2.8814589665653494,50.0,237.0
HDDMWeighted,3421.0,160.0,4.0,0.04468025691147724,0.975609756097561,0.92,0.08544726301735647,538.5,41.59270516717326,43.537993920972646,50.0,3581.0
PageHinkley,90.0,4.0,46.0,0.0425531914893617,0.08,0.08,0.05555555555555556,605.25,1.094224924012158,1.142857142857143,50.0,94.0
RDDM,48675.0,2052.0,0.0,0.04045183038618487,1.0,1.0,0.07775819928380605,32.22,591.7933130699088,616.7416413373861,50.0,50727.0
SEED,241.0,13.0,37.0,0.051181102362204724,0.26,0.26,0.08552631578947369,1622.0,2.930091185410334,3.088145896656535,50.0,254.0
STEPD,238.0,13.0,38.0,0.05179282868525897,0.2549019607843137,0.24,0.08609271523178808,1620.8333333333333,2.893617021276596,3.0516717325227964,50.0,251.0
STUDD,1385.0,100.0,24.0,0.06734006734006734,0.8064516129032258,0.52,0.12430080795525171,1075.3461538461538,16.838905775075986,18.05471124620061,50.0,1485.0
