,CPU_Time
ABCD,226.55634093284607
ABCDx,230.7311818599701
ADWIN,27.650443077087402
CUSUM,27.54375195503235
DDM,27.60583996772766
EWMAChart,27.674609184265137
GeometricMovingAverage,27.508535146713257
HDDMAverage,27.51724600791931
HDDMWeighted,28.35204815864563
PageHinkley,27.50549578666687
RDDM,27.470080137252808
SEED,27.42904233932495
STEPD,27.487486839294434
STUDD,38.462181091308594
