detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",65,10,40,0.13333333333333333,0.2,0.2,0.16,1442.6,1.4344985875706215,1.6551906779661016,50,75
ABCD,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",158,19,34,0.10734463276836158,0.3584905660377358,0.32,0.16521739130434782,1409.75,1.58,1.77,50,177
ABCD,Posture,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",49,9,41,0.15517241379310345,0.18,0.18,0.16666666666666666,1995.3333333333333,0.49,0.58,50,58
ABCD,Rialto,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",127,12,38,0.08633093525179857,0.24,0.24,0.12698412698412698,1212.9166666666667,1.5440729483282676,1.689969604863222,50,139
ABCD,GasSensorArray,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",31,17,33,0.3541666666666667,0.34,0.34,0.34693877551020413,995.7058823529412,2.228612508986341,3.4507548526240117,50,48
ABCD,NOAA,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",49,9,41,0.15517241379310345,0.18,0.18,0.16666666666666666,1010.8888888888889,2.6983864750261577,3.194008480643207,50,58
ABCD,Asfault,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.02}",31,13,37,0.29545454545454547,0.26,0.26,0.27659574468085113,382.9230769230769,3.6202265561135114,5.1383860796449845,50,44
ABCD,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.01}",60,9,41,0.13043478260869565,0.18,0.18,0.1512605042016807,1497.7777777777778,1.3241525423728813,1.5227754237288136,50,69
ABCD,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.01}",141,16,38,0.10191082802547771,0.2962962962962963,0.24,0.15165876777251186,1205.4166666666667,1.41,1.57,50,157
ABCD,Posture,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.01}",49,6,44,0.10909090909090909,0.12,0.12,0.1142857142857143,1966.3333333333333,0.49,0.55,50,55
ABCD,Rialto,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.01}",114,13,37,0.10236220472440945,0.26,0.26,0.14689265536723164,1166.8461538461538,1.3860182370820668,1.5440729483282676,50,127
ABCD,GasSensorArray,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.01, 'delta_drift': 0.01}",26,15,35,0.36585365853658536,0.3,0.3,0.3296703296703297,1050.4,1.8691588785046729,2.9475197699496767,50,41
