detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCDx,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",9,0,50,0.0,0.0,0.0,0.0,,0.19862288135593223,0.19862288135593223,50,9
ABCDx,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",15,15,35,0.5,0.3,0.3,0.37499999999999994,1051.7333333333333,0.15,0.3,50,30
ABCDx,Posture,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",15,0,50,0.0,0.0,0.0,0.0,,0.15,0.15,50,15
ABCDx,Rialto,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",18,2,48,0.1,0.04,0.04,0.05714285714285714,2267.0,0.21884498480243159,0.24316109422492402,50,20
ABCDx,GasSensorArray,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",12,0,50,0.0,0.0,0.0,0.0,,0.8626887131560029,0.8626887131560029,50,12
ABCDx,NOAA,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",2,0,50,0.0,0.0,0.0,0.0,,0.11013822347045542,0.11013822347045542,50,2
ABCDx,Asfault,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.001}",0,9,41,1.0,0.18,0.18,0.3050847457627119,395.1111111111111,0.0,1.0510335162910196,50,9
ABCDx,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",8,0,50,0.0,0.0,0.0,0.0,,0.1765536723163842,0.1765536723163842,50,8
ABCDx,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",18,16,35,0.47058823529411764,0.3137254901960784,0.3,0.3764705882352941,929.6,0.18000000000000002,0.34,50,34
ABCDx,Posture,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",20,0,50,0.0,0.0,0.0,0.0,,0.2,0.2,50,20
ABCDx,Rialto,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",19,3,47,0.13636363636363635,0.06,0.06,0.08333333333333333,2365.3333333333335,0.23100303951367782,0.26747720364741645,50,22
ABCDx,GasSensorArray,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",12,0,50,0.0,0.0,0.0,0.0,,0.8626887131560029,0.8626887131560029,50,12
ABCDx,NOAA,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",1,0,50,0.0,0.0,0.0,0.0,,0.05506911173522771,0.05506911173522771,50,1
ABCDx,Asfault,HoeffdingTree,GRADUAL,"{'num_splits': 100, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",0,9,41,1.0,0.18,0.18,0.3050847457627119,354.22222222222223,0.0,1.0510335162910196,50,9
ABCDx,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",9,0,50,0.0,0.0,0.0,0.0,,0.19862288135593223,0.19862288135593223,50,9
ABCDx,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",14,15,35,0.5172413793103449,0.3,0.3,0.379746835443038,1065.8,0.13999999999999999,0.29,50,29
ABCDx,Posture,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",14,0,50,0.0,0.0,0.0,0.0,,0.13999999999999999,0.13999999999999999,50,14
ABCDx,Rialto,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",16,2,48,0.1111111111111111,0.04,0.04,0.058823529411764705,2427.0,0.1945288753799392,0.21884498480243159,50,18
ABCDx,GasSensorArray,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",11,0,50,0.0,0.0,0.0,0.0,,0.7907979870596693,0.7907979870596693,50,11
ABCDx,NOAA,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",1,0,50,0.0,0.0,0.0,0.0,,0.05506911173522771,0.05506911173522771,50,1
ABCDx,Asfault,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.0001}",0,9,41,1.0,0.18,0.18,0.3050847457627119,412.44444444444446,0.0,1.0510335162910196,50,9
ABCDx,Electricity,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.002}",10,0,50,0.0,0.0,0.0,0.0,,0.2206920903954802,0.2206920903954802,50,10
ABCDx,Covtype,HoeffdingTree,GRADUAL,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.01, 'delta_drift': 0.002}",22,15,35,0.40540540540540543,0.3,0.3,0.3448275862068966,1038.6666666666667,0.22,0.37,50,37
