detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,Electricity,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",51,20,32,0.28169014084507044,0.38461538461538464,0.36,0.3252032520325204,1123.6666666666667,1.1255296610169492,1.5669138418079096,50,71
ABCD,Covtype,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",154,27,27,0.14917127071823205,0.5,0.46,0.22978723404255322,818.5652173913044,1.5399999999999998,1.81,50,181
ABCD,Posture,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",50,15,35,0.23076923076923078,0.3,0.3,0.2608695652173913,1372.9333333333334,0.5,0.65,50,65
ABCD,Rialto,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",138,15,37,0.09803921568627451,0.28846153846153844,0.26,0.14634146341463414,751.0,1.6778115501519757,1.8601823708206686,50,153
ABCD,GasSensorArray,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",26,29,27,0.5272727272727272,0.5178571428571429,0.46,0.5225225225225225,700.3913043478261,1.8691588785046729,3.9539899352983463,50,55
ABCD,NOAA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",36,20,35,0.35714285714285715,0.36363636363636365,0.3,0.3603603603603604,624.1333333333333,1.9824880224681976,3.0838702571727516,50,56
ABCD,Asfault,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.5, 'delta_warn': 0.1, 'delta_drift': 0.02}",28,17,36,0.37777777777777777,0.32075471698113206,0.28,0.3469387755102041,133.85714285714286,3.269882050683172,5.2551675814550975,50,45
ABCD,Electricity,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",47,13,37,0.21666666666666667,0.26,0.26,0.2363636363636364,1093.7692307692307,1.0372528248587571,1.3241525423728813,50,60
ABCD,Covtype,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",112,18,34,0.13846153846153847,0.34615384615384615,0.32,0.1978021978021978,875.6875,1.1199999999999999,1.3,50,130
ABCD,Posture,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",39,15,35,0.2777777777777778,0.3,0.3,0.2884615384615385,1869.1333333333334,0.39,0.54,50,54
ABCD,Rialto,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",113,9,41,0.07377049180327869,0.18,0.18,0.10465116279069767,743.7777777777778,1.3738601823708207,1.4832826747720365,50,122
ABCD,GasSensorArray,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",25,19,32,0.4318181818181818,0.37254901960784315,0.36,0.4,762.3333333333334,1.7972681524083394,3.163191948238677,50,44
ABCD,NOAA,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",28,16,38,0.36363636363636365,0.2962962962962963,0.24,0.32653061224489793,718.6666666666666,1.5419351285863758,2.4230409163500193,50,44
ABCD,Asfault,HoeffdingTree,ABRUPT,"{'num_splits': 50, 'model_id': 'kpca', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",20,15,36,0.42857142857142855,0.29411764705882354,0.28,0.3488372093023256,171.5,2.3356300362022657,4.0873525633539645,50,35
ABCD,Electricity,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",46,13,37,0.22033898305084745,0.26,0.26,0.23853211009174313,1129.0,1.015183615819209,1.3020833333333333,50,59
ABCD,Covtype,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",106,19,33,0.152,0.36538461538461536,0.34,0.21468926553672318,909.8235294117648,1.06,1.25,50,125
ABCD,Posture,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",43,13,37,0.23214285714285715,0.26,0.26,0.24528301886792453,1809.6923076923076,0.43,0.5599999999999999,50,56
ABCD,Rialto,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",112,10,40,0.08196721311475409,0.2,0.2,0.11627906976744187,750.8,1.3617021276595744,1.4832826747720365,50,122
ABCD,GasSensorArray,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",22,17,34,0.4358974358974359,0.3333333333333333,0.32,0.37777777777777777,728.5,1.5815959741193386,2.803738317757009,50,39
ABCD,NOAA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",27,17,37,0.38636363636363635,0.3148148148148148,0.26,0.34693877551020413,793.6153846153846,1.4868660168511483,2.4230409163500193,50,44
ABCD,Asfault,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.1, 'delta_drift': 0.002}",20,15,36,0.42857142857142855,0.29411764705882354,0.28,0.3488372093023256,174.21428571428572,2.3356300362022657,4.0873525633539645,50,35
