detector,stream,learner,drift_type,params,fp,tp,fn,precision,recall,episode_recall,f1,mdt,far,ar,n_episodes,n_alarms
ABCD,Electricity,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",40,11,39,0.21568627450980393,0.22,0.22,0.21782178217821785,1078.3636363636363,0.8827683615819208,1.1255296610169492,50,51
ABCD,Covtype,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",72,15,38,0.1724137931034483,0.2830188679245283,0.24,0.21428571428571427,812.3333333333334,0.7200000000000001,0.87,50,87
ABCD,Posture,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",41,6,44,0.1276595744680851,0.12,0.12,0.12371134020618556,1750.0,0.41,0.47,50,47
ABCD,Rialto,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",78,9,41,0.10344827586206896,0.18,0.18,0.13138686131386862,1244.2222222222222,0.9483282674772036,1.0577507598784195,50,87
ABCD,GasSensorArray,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",18,10,42,0.35714285714285715,0.19230769230769232,0.16,0.25,796.875,1.2940330697340043,2.01294033069734,50,28
ABCD,NOAA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",32,13,40,0.28888888888888886,0.24528301886792453,0.2,0.26530612244897955,686.0,1.7622115755272867,2.478110028085247,50,45
ABCD,Asfault,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'kpca', 'encoding_factor': 0.3, 'delta_warn': 0.01, 'delta_drift': 0.0001}",14,16,34,0.5333333333333333,0.32,0.32,0.4,211.125,1.634941025341586,3.5034450543033984,50,30
ABCD,Electricity,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",49,11,39,0.18333333333333332,0.22,0.22,0.2,806.9090909090909,1.0813912429378532,1.3241525423728813,50,60
ABCD,Covtype,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",100,20,34,0.16666666666666666,0.37037037037037035,0.32,0.2298850574712644,1139.0,1.0,1.2,50,120
ABCD,Posture,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",38,10,40,0.20833333333333334,0.2,0.2,0.20408163265306126,1674.7,0.38,0.48000000000000004,50,48
ABCD,Rialto,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",96,12,38,0.1111111111111111,0.24,0.24,0.1518987341772152,1329.5,1.1671732522796352,1.3130699088145896,50,108
ABCD,GasSensorArray,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",25,15,37,0.375,0.28846153846153844,0.26,0.32608695652173914,827.8461538461538,1.7972681524083394,2.875629043853343,50,40
ABCD,NOAA,HoeffdingTree,ABRUPT,"{'num_splits': 20, 'model_id': 'ae', 'encoding_factor': 0.7, 'delta_warn': 0.1, 'delta_drift': 0.002}",35,19,34,0.35185185185185186,0.3584905660377358,0.32,0.3551401869158879,854.4375,1.92741891073297,2.9737320337022966,50,54
